comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,label
6.1276197,7.705845,7.016693,3.404087,1.6508186,4.682617,4.455617,4.1868725,Item-Image\1008024_F.jpg
5.2778463,4.539236,6.2651796,2.3659573,1.827023,3.231287,4.8629293,2.7289956,Item-Image\1008025_B.jpg
5.2994385,4.703102,6.31221,2.3784235,1.7538565,3.317327,4.859995,2.7663372,Item-Image\1008025_F.jpg
5.727803,5.535149,6.3411446,2.706518,2.1454077,3.7734773,4.763472,3.1633215,Item-Image\1008026_B.jpg
5.917812,5.660966,6.5279584,2.695002,2.1108537,3.724447,4.7299304,2.8996012,Item-Image\1008026_F.jpg
5.6380477,5.347596,6.6166935,2.7426085,2.527636,3.639773,4.8156548,3.5867841,Item-Image\1008027_B.jpg
5.6276026,5.3291397,6.629114,2.7556505,2.56558,3.6194723,4.8212757,3.5889165,Item-Image\1008027_F.jpg
5.520448,4.597298,6.0535975,2.26489,1.7485392,3.419288,4.940114,2.420085,Item-Image\1008028_B.jpg
5.7773013,4.800171,6.218369,2.3592143,1.9024225,3.5670276,4.900109,2.632472,Item-Image\1008028_F.jpg
5.6686625,4.877531,6.3931026,2.5327504,1.6214963,3.7942126,4.7751513,3.2523139,Item-Image\1008029_B.jpg
5.7891994,4.8544016,6.2944193,2.5220428,1.8085856,3.8736663,4.750352,3.4299893,Item-Image\1008029_F.jpg
5.8031073,5.8475857,6.5041413,2.7146964,1.7544,3.7471235,4.6669736,2.7398777,Item-Image\1008030_B.jpg
5.72138,5.729314,6.493415,2.731441,1.6926126,3.6401596,4.6741114,2.7076652,Item-Image\1008030_F.jpg
6.0988817,7.4400883,7.4080596,3.0826478,2.7723057,4.3467836,5.0459733,4.508568,Item-Image\1008031_B.jpg
6.1051416,7.2373557,7.420153,3.1274905,2.7148583,4.1947784,5.077854,4.376086,Item-Image\1008031_F.jpg
4.31656,1.3639636,5.0364666,1.412713,1.1041335,1.7981068,5.0936995,0.60943764,Item-Image\1008032_B.jpg
4.2323694,1.4538145,5.0026226,1.4167044,1.1198541,1.7482883,5.0642586,0.50420094,Item-Image\1008032_F.jpg
4.8331327,3.5797703,5.9723616,2.2051346,1.9619805,2.6784263,5.1640654,2.2112098,Item-Image\1008033_B.jpg
4.824113,3.549048,5.9480166,2.1948905,1.9957628,2.6648345,5.162354,2.2156434,Item-Image\1008033_F.jpg
6.2099113,7.173552,6.7014656,3.2081656,2.5768313,4.277486,4.397831,3.7216258,Item-Image\1008034_B.jpg
6.1230865,7.082963,6.6610813,3.1915874,2.535382,4.241646,4.319786,3.781548,Item-Image\1008034_F.jpg
5.819213,6.9634724,7.1228113,3.2381186,2.2763314,4.4693804,4.5569477,4.6535473,Item-Image\1008035_B.jpg
5.859688,7.157839,7.0899115,3.2947724,2.3617742,4.654978,4.606614,4.8402944,Item-Image\1008035_F.jpg
6.0249405,7.5510607,6.9209867,3.3279214,2.5796282,4.2935276,4.7503223,4.0189724,Item-Image\1008036_B.jpg
6.1635065,8.09904,7.246107,3.3224218,2.4775963,4.8532495,4.6339827,4.584873,Item-Image\1008036_F.jpg
5.050108,4.319206,6.2142963,2.3190117,1.9074847,3.004334,5.030828,2.556164,Item-Image\1008037_B.jpg
5.025196,4.401485,6.2469234,2.3290174,1.8505119,2.9747133,5.030405,2.55412,Item-Image\1008037_F.jpg
5.86879,7.146369,7.199896,3.1241643,2.302538,3.967359,4.5067635,3.3227925,Item-Image\1008038_B.jpg
5.8989954,7.4550486,7.199398,3.143489,2.2796502,4.1568446,4.4838705,3.441696,Item-Image\1008038_F.jpg
6.3423414,7.1007147,6.630323,3.0242853,2.5760932,4.9470215,4.431915,4.7817307,Item-Image\1008039_B.jpg
6.49424,6.9818764,6.6078906,3.0635986,2.8416429,4.8580365,4.534395,4.533619,Item-Image\1008039_F.jpg
5.90273,5.200783,6.1517935,2.6203985,1.9231589,3.7572622,4.6455545,2.8701432,Item-Image\1008040_B.jpg
5.719172,5.082494,6.111082,2.5133855,1.8421211,3.6066194,4.8014097,2.689753,Item-Image\1008040_F.jpg
4.503797,2.2082067,5.467826,1.666357,1.1608689,2.093942,5.0772867,0.91606647,Item-Image\1008041_B.jpg
4.561922,2.1202335,5.483514,1.6350718,1.2568692,2.0584972,5.1173525,0.99634415,Item-Image\1008041_F.jpg
5.646808,4.297786,6.004079,2.2490067,1.9664643,3.4837976,4.928798,2.439393,Item-Image\1008042_B.jpg
5.690765,4.4125695,6.0900764,2.215974,1.9616337,3.5205116,4.9541254,2.4951608,Item-Image\1008042_F.jpg
5.494996,6.935751,6.8962107,3.070581,1.9399853,4.278989,4.6271276,4.264612,Item-Image\1008044_B.jpg
5.479597,7.0147214,6.843027,3.0604234,1.9090707,4.26668,4.5640793,4.1544347,Item-Image\1008044_F.jpg
5.646986,6.7855825,6.954052,3.1437194,2.31244,4.2553678,4.5816827,4.453233,Item-Image\1008045_B.jpg
5.640845,7.000012,7.079233,3.161575,2.2701235,4.2903194,4.5392027,4.5269628,Item-Image\1008045_F.jpg
5.48735,4.4000845,6.0861034,2.297316,1.6884251,3.2498198,4.912732,2.2086933,Item-Image\1008046_B.jpg
5.565749,4.7163076,6.004425,2.319006,1.5521029,3.517238,4.867245,2.3920436,Item-Image\1008046_F.jpg
4.2362213,0.96055335,4.952286,1.3161412,1.2694299,1.6999054,5.128045,0.5758029,Item-Image\1008047_B.jpg
4.234412,0.9526721,4.9965916,1.3205252,1.2839828,1.6893663,5.138013,0.5755069,Item-Image\1008047_F.jpg
5.7664204,5.5940285,6.420567,2.5659876,1.7127829,3.6422608,4.6945705,2.5163763,Item-Image\1008048_B.jpg
5.7738085,5.6536045,6.4925256,2.6166174,1.6905348,3.6646452,4.709011,2.5785987,Item-Image\1008048_F.jpg
5.2076025,3.8458154,5.9513693,2.057067,1.5691358,3.0196605,5.1460514,2.071899,Item-Image\1008050_B.jpg
5.2177134,3.8803997,6.008315,2.0843182,1.6702242,2.934956,5.1474953,1.9758902,Item-Image\1008050_F.jpg
3.6707842,0.41849366,4.703865,1.2608912,1.1471515,1.2618824,5.112626,0.4784776,Item-Image\1008052_B.jpg
3.637642,0.3561998,4.6687727,1.2548698,1.145753,1.2351329,5.109833,0.4830117,Item-Image\1008052_F.jpg
5.718794,4.523689,6.0652432,2.3243895,1.6816769,3.6562762,4.8517513,2.754394,Item-Image\1008053_B.jpg
5.7203355,4.538167,6.0292654,2.309977,1.8313694,3.5364616,4.785346,2.6444473,Item-Image\1008053_F.jpg
5.788453,6.847742,7.107498,3.0700233,1.9177887,4.2145653,4.5119705,4.172815,Item-Image\1008055_B.jpg
6.237851,7.4341917,7.4715223,3.4833398,2.1294582,4.589171,4.6521525,5.0325265,Item-Image\1008055_F.jpg
5.8900943,7.6498456,7.7078085,3.556466,1.4373811,4.3672266,4.7707667,4.1901774,Item-Image\1008056_B.jpg
5.957943,7.5851927,7.762711,3.533657,1.5022718,4.307633,4.82037,4.164632,Item-Image\1008056_F.jpg
5.42182,6.133353,7.1214957,2.8722844,1.4898732,3.5501564,4.701804,3.07607,Item-Image\1008057_B.jpg
5.3842535,5.9941907,7.1002936,2.8609486,1.5413141,3.4614902,4.701235,3.0079074,Item-Image\1008057_F.jpg
5.722579,7.0104733,7.6514606,3.1704466,1.7443652,3.9556673,4.9281845,3.7521014,Item-Image\1008058_B.jpg
5.743016,7.100818,7.6840854,3.2000086,1.759363,3.9802072,4.9588146,3.753952,Item-Image\1008058_F.jpg
5.461716,6.846039,6.8182125,3.0682616,1.6599774,3.8468106,4.532302,3.5509377,Item-Image\1008059_B.jpg
5.7630625,7.1865673,7.4358006,3.3224115,1.7938592,4.089963,4.6390667,4.0216665,Item-Image\1008059_F.jpg
5.9367514,7.204959,7.718539,3.2894812,1.7512782,4.225853,4.8571763,4.2419252,Item-Image\1008060_B.jpg
5.9586143,7.228726,7.738925,3.2828462,1.7193675,4.198838,4.9236746,4.1588492,Item-Image\1008060_F.jpg
5.807706,7.317762,7.874689,3.3317955,1.7026701,4.1281686,4.91866,4.2026353,Item-Image\1008062_B.jpg
5.9049053,7.426863,7.908551,3.3652823,1.7883867,4.1744294,4.9256687,4.3018036,Item-Image\1008062_F.jpg
5.642233,7.2295732,7.7301884,3.3012674,1.5039097,4.0156784,4.8036385,3.702837,Item-Image\1008064_B.jpg
5.572789,7.0380697,7.608286,3.2172706,1.4649601,3.9254405,4.8473597,3.5786245,Item-Image\1008064_F.jpg
5.448588,6.575534,7.1158605,2.988863,1.8566523,3.8211694,4.6078653,3.5755343,Item-Image\1008065_B.jpg
5.7106333,6.8800564,7.4307284,3.207973,1.9247313,3.9523478,4.6436944,3.9993029,Item-Image\1008065_F.jpg
5.809965,7.719241,7.2651253,3.4401202,1.5487747,4.446542,4.4280615,4.0606785,Item-Image\1008067_B.jpg
5.8653073,7.6590614,7.4312153,3.45057,1.6630089,4.4313326,4.4167805,4.2155943,Item-Image\1008067_F.jpg
5.011489,5.3164244,6.725806,2.586464,1.106796,3.0260897,4.929482,1.9135966,Item-Image\1008068_B.jpg
4.9329643,5.1341257,6.6823645,2.5697908,1.1090326,2.9314556,4.9251957,1.8764796,Item-Image\1008068_F.jpg
5.6338286,6.8455224,7.036664,3.1760373,1.4015545,3.991197,4.578791,3.2150018,Item-Image\1008069_B.jpg
5.5157413,6.6173635,7.0426545,3.1015594,1.4144003,3.8243308,4.5981913,3.1613598,Item-Image\1008069_F.jpg
5.4409237,6.726385,7.113715,3.0666149,1.0723336,3.7704496,4.7574825,2.69031,Item-Image\1008070_B.jpg
5.4428368,6.6481595,7.1409926,3.0370922,1.1867152,3.694787,4.7850246,2.6702151,Item-Image\1008070_F.jpg
5.801033,7.3008075,7.297365,3.3667293,1.9193366,4.2377005,4.4465265,4.192578,Item-Image\1008071_B.jpg
5.6717443,7.1267138,7.346332,3.2609508,1.9549985,4.2829275,4.6065006,4.152652,Item-Image\1008071_F.jpg
5.886931,7.869446,7.6441574,3.571681,1.4277875,4.34536,4.6994553,3.8341446,Item-Image\1008072_B.jpg
5.7497807,7.7155566,7.6974363,3.5467613,1.3944663,4.206539,4.674164,3.7199497,Item-Image\1008072_F.jpg
5.75473,7.363984,7.183448,3.3378053,1.5872859,4.3504534,4.467099,3.9405324,Item-Image\1008073_B.jpg
5.9196,7.4793997,7.171319,3.4109845,1.6870725,4.4548573,4.481092,4.0090904,Item-Image\1008073_F.jpg
5.7431746,7.4743075,7.568783,3.293526,1.6722629,4.191805,4.739361,3.8434877,Item-Image\1008074_B.jpg
5.804667,7.5911746,7.647194,3.3536074,1.7440617,4.2436724,4.7712255,3.984031,Item-Image\1008074_F.jpg
5.7988997,6.87138,7.336502,3.125267,1.9206426,4.2336564,4.6252294,4.4509563,Item-Image\1008076_B.jpg
5.896213,6.9670525,7.674782,3.206712,1.8960649,4.207264,4.6964316,4.4407864,Item-Image\1008076_F.jpg
5.834053,7.1550922,7.84923,3.3562348,1.749305,4.060442,4.9710894,4.207923,Item-Image\1008077_B.jpg
5.740148,6.849882,7.79239,3.307533,1.7559689,3.974432,4.9840083,4.199362,Item-Image\1008077_F.jpg
6.0674405,7.318991,7.557226,3.3133597,2.141367,4.3550467,5.0090113,4.719051,Item-Image\1008079_B.jpg
5.98929,7.146521,7.770296,3.2784238,1.9938892,4.343732,5.004428,4.817685,Item-Image\1008079_F.jpg
5.5785627,6.2699327,6.85036,2.8132296,1.7451642,3.8406115,4.615779,3.6523824,Item-Image\1008082_B.jpg
5.6661067,6.5191092,7.2626324,2.9484532,1.746775,3.9423232,4.6903543,3.8235037,Item-Image\1008082_F.jpg
6.1085505,7.488656,7.789137,3.454336,1.9658351,4.522372,4.9066725,4.958716,Item-Image\1008085_B.jpg
6.1119375,7.405924,7.7991934,3.4193835,2.0202053,4.4979186,4.916848,5.019331,Item-Image\1008085_F.jpg
5.6124816,6.645911,7.1914415,3.0872192,1.7268444,3.9850044,4.5984325,3.8141227,Item-Image\1008086_B.jpg
5.718973,6.8124027,7.4852567,3.1761882,1.7213991,4.0162745,4.639047,3.8881326,Item-Image\1008086_F.jpg
5.5888085,6.919004,7.616456,3.2470527,1.6411065,3.8626106,4.9636745,3.7476938,Item-Image\1008087_B.jpg
5.511157,6.654416,7.5669956,3.139264,1.6787636,3.7973096,4.9255257,3.7186198,Item-Image\1008087_F.jpg
5.57629,6.4398236,7.0893755,3.0056348,1.8015932,3.8707256,4.7155876,3.701979,Item-Image\1008088_B.jpg
5.437673,6.3351355,7.179984,2.9400842,1.8364804,3.7959275,4.7715826,3.5939274,Item-Image\1008088_F.jpg
5.8658156,7.34352,7.7850456,3.378365,1.7905929,4.116083,4.913809,4.2454405,Item-Image\1008089_B.jpg
5.726742,7.0737667,7.7550554,3.341197,1.7010958,4.0381823,4.876918,4.121899,Item-Image\1008089_F.jpg
5.586333,6.4198723,7.385764,3.0424404,1.701471,3.6747239,4.7752953,3.5212102,Item-Image\1008090_B.jpg
5.517215,6.236902,7.4724784,2.9853969,1.7002102,3.6693459,4.855401,3.4668467,Item-Image\1008090_F.jpg
6.0789776,7.447615,7.8376474,3.3878706,2.0394335,4.533968,4.9057245,5.065797,Item-Image\1008091_B.jpg
5.9307556,7.2858977,7.9599285,3.3590593,1.931503,4.4072084,4.85182,4.81891,Item-Image\1008091_F.jpg
5.495266,6.607307,7.305515,3.018755,1.6290601,3.911491,4.792406,3.7084312,Item-Image\1008092_B.jpg
5.600936,6.6451063,7.590808,3.0802345,1.4903321,3.9380689,4.8429813,3.6771984,Item-Image\1008092_F.jpg
5.691884,7.1530714,7.426293,3.1885428,1.6256443,3.9518347,4.894537,3.506459,Item-Image\1008093_B.jpg
5.6695976,6.9935884,7.5040655,3.1779342,1.5784324,3.891394,4.8958874,3.4948273,Item-Image\1008093_F.jpg
5.150694,6.1363153,7.126747,2.8467207,1.2010927,3.435069,4.805484,2.6490164,Item-Image\1008094_B.jpg
5.243838,5.803634,7.103693,2.842175,1.1420747,3.3713036,4.8484745,2.613468,Item-Image\1008094_F.jpg
5.23936,5.838445,6.760072,2.7184641,1.3947867,3.2158127,4.932067,2.6058125,Item-Image\1008096_B.jpg
5.139797,5.8082876,6.85808,2.6559658,1.3431563,3.177288,4.9198475,2.5005405,Item-Image\1008096_F.jpg
5.9873447,7.048313,7.591778,3.2823935,1.8274935,4.2261596,4.9534082,4.3743362,Item-Image\1008097_B.jpg
5.839444,6.8068037,7.5078883,3.2580066,1.7731295,4.1560526,4.9417124,4.321818,Item-Image\1008097_F.jpg
3.8402545,0.7668999,4.948206,1.323387,1.1769931,1.4148725,5.159812,0.5330028,Item-Image\1008098_B.jpg
3.8274882,0.76135886,4.829671,1.3077796,1.1768732,1.4141815,5.1492224,0.49968582,Item-Image\1008098_F.jpg
3.8598714,0.7743844,4.9286375,1.3237703,1.1108537,1.4455673,5.169921,0.5565236,Item-Image\1008099_B.jpg
3.888053,0.87654084,4.8829703,1.3301392,1.0745258,1.4459151,5.1636353,0.51357293,Item-Image\1008099_F.jpg
3.888821,0.91465974,4.9019995,1.3238852,1.0362158,1.4513936,5.1532288,0.49559778,Item-Image\1008100_B.jpg
3.88311,1.1977967,5.018552,1.3823687,0.96763587,1.4977276,5.1148043,0.48690274,Item-Image\1008100_F.jpg
5.759552,7.1262918,7.7359962,3.3367682,1.7327769,4.1157446,4.7691655,4.0774374,Item-Image\1008101_B.jpg
5.934514,7.368819,7.683946,3.380728,1.7889079,4.212076,4.7954426,4.116485,Item-Image\1008101_F.jpg
4.999269,4.7578917,6.6320066,2.4865642,1.2278607,2.8805766,4.9873137,1.9658641,Item-Image\1008103_B.jpg
5.0862207,4.9372845,6.700267,2.530703,1.2604455,2.9268131,5.0258846,2.003014,Item-Image\1008103_F.jpg
5.7701745,7.214543,7.839076,3.3408017,1.6808915,4.0119452,4.8384213,3.874018,Item-Image\1008104_B.jpg
5.4143624,6.607771,7.216915,3.1084566,1.7268982,3.799539,4.7758436,3.5916507,Item-Image\1008104_F.jpg
4.1001816,1.1127303,4.958299,1.3478968,1.0839095,1.6251352,5.1235657,0.4975592,Item-Image\1008105_B.jpg
4.1574,1.2545483,5.0042486,1.3884796,1.0517416,1.6466646,5.1036124,0.47820318,Item-Image\1008105_F.jpg
5.2821465,4.067458,6.120562,2.3071065,2.011646,3.2487402,5.057407,2.7900438,Item-Image\1008106_B.jpg
5.2723675,4.0456553,6.136407,2.3108447,2.0008564,3.2206955,5.084854,2.8149943,Item-Image\1008106_F.jpg
6.648834,8.942455,7.1090717,3.8201473,2.8395073,5.024899,3.9364514,4.934302,Item-Image\1008107_B.jpg
6.6631536,9.179901,7.018023,3.8572047,2.8799987,5.1374846,3.9142408,5.099888,Item-Image\1008107_F.jpg
5.2977295,4.792588,6.1976533,2.7609067,2.1642456,3.2231352,4.9287777,2.9684265,Item-Image\1008109_B.jpg
5.238556,4.935879,6.26209,2.723517,2.040695,3.2240865,4.9291306,2.9578614,Item-Image\1008109_F.jpg
5.302279,3.3968163,5.7168226,1.9322302,1.4641111,2.805215,4.8896723,1.4378691,Item-Image\1008110_B.jpg
5.4041467,3.3468385,5.654669,1.9457163,1.5186052,2.9190784,4.8693476,1.6608963,Item-Image\1008110_F.jpg
5.391035,5.8589354,6.89925,2.807073,1.4963068,3.4456556,4.6866546,2.8368707,Item-Image\1008111_B.jpg
5.5762196,5.9574356,6.8727694,2.895885,1.4638398,3.631096,4.7384915,3.0076728,Item-Image\1008111_F.jpg
4.7224345,1.8737719,5.394911,1.5400889,1.4746754,2.2991536,5.2030272,1.2895142,Item-Image\1008113_B.jpg
4.943274,2.227849,5.4008355,1.617738,1.5896958,2.4738503,5.158503,1.4901569,Item-Image\1008113_F.jpg
5.4800377,6.6548495,7.1101494,3.0085938,1.3246527,3.8725553,4.550394,3.5692534,Item-Image\1008114_B.jpg
5.547373,6.8219643,7.208853,3.1758811,1.2832637,3.9058871,4.558528,3.6237032,Item-Image\1008114_F.jpg
5.972811,6.442783,6.6901665,2.8899655,2.675589,4.303671,4.6966505,3.869759,Item-Image\1008115_B.jpg
5.944961,6.3350697,6.6966376,2.8701565,2.6750045,4.267339,4.6809154,3.8989902,Item-Image\1008115_F.jpg
3.717198,0.58204556,4.746051,1.2864674,1.0590806,1.305841,5.1026335,0.46675766,Item-Image\1008116_B.jpg
3.7119482,0.5777174,4.746177,1.2857774,1.0506635,1.3011715,5.102287,0.45903182,Item-Image\1008116_F.jpg
6.3376484,8.344077,7.2345,3.4137769,2.8754876,4.667994,4.3586445,4.3554387,Item-Image\1008118_B.jpg
6.3240833,8.393411,7.1821365,3.4641812,2.8810124,4.689391,4.3091836,4.225561,Item-Image\1008118_F.jpg
4.0670195,0.9520266,4.896622,1.327898,1.1169207,1.5842239,5.1179295,0.49247,Item-Image\1008119_B.jpg
4.2134333,1.3730407,5.052873,1.3899887,1.0943468,1.7416402,5.086444,0.5198872,Item-Image\1008119_F.jpg
5.3744483,5.7345233,7.162077,2.7725723,1.54105,3.4699352,4.985254,3.0731688,Item-Image\1008120_B.jpg
5.338255,5.6688075,7.1447773,2.7451017,1.548504,3.410172,4.971428,3.0542018,Item-Image\1008120_F.jpg
4.351288,1.9429156,5.1927547,1.5278535,1.2169367,1.9232075,5.0207276,0.6923696,Item-Image\1008123_B.jpg
4.511181,2.0473332,5.317856,1.5209424,1.195925,2.1468253,5.098216,0.91697675,Item-Image\1008123_F.jpg
6.001852,8.436351,8.180286,4.148368,1.6537075,4.8406715,4.655754,5.5045514,Item-Image\1008124_B.jpg
6.0686455,8.437035,8.032383,4.206292,1.6692026,4.872633,4.6851153,5.528308,Item-Image\1008124_F.jpg
3.7144225,0.6556249,4.76864,1.299799,1.0363355,1.324471,5.0906715,0.49313533,Item-Image\1008125_B.jpg
3.7373357,0.60907245,4.768559,1.2879866,1.04774,1.3198262,5.117065,0.466184,Item-Image\1008125_F.jpg
5.400431,5.899164,7.116959,2.8323658,1.5421085,3.5772758,4.9264126,3.210219,Item-Image\1008126_B.jpg
5.3473487,5.830998,7.154364,2.7816503,1.5050538,3.535869,4.9193916,3.106942,Item-Image\1008126_F.jpg
5.8341904,7.148063,7.4904385,3.3316138,1.8368762,4.3843894,4.77485,4.6087475,Item-Image\1008128_B.jpg
5.896469,7.1476426,7.570148,3.3235738,1.9057451,4.4097905,4.7959814,4.688373,Item-Image\1008128_F.jpg
5.5995865,6.2740316,7.0617557,2.9667473,1.169997,3.677971,4.57093,3.0428061,Item-Image\1008129_B.jpg
5.7595024,6.482848,7.0161076,3.05927,1.172451,3.8825274,4.5842876,3.093083,Item-Image\1008129_F.jpg
5.4508095,6.0396967,7.271165,2.8854113,1.5795105,3.5376348,4.910285,3.1721752,Item-Image\1008130_B.jpg
5.3757944,5.8871117,7.248432,2.8444602,1.5845572,3.4727929,4.925392,3.1310816,Item-Image\1008130_F.jpg
5.0337343,4.0595174,6.3545113,2.173355,1.5907748,2.8664927,5.0932927,2.3114862,Item-Image\1008131_B.jpg
4.974456,3.948466,6.341337,2.1625683,1.6293457,2.8365312,5.118292,2.2863665,Item-Image\1008131_F.jpg
4.661463,3.5303984,6.0004444,2.1629367,1.727499,2.4470358,5.148978,1.7899601,Item-Image\1008132_B.jpg
4.618937,3.4549341,6.036121,2.144617,1.7359197,2.4026408,5.1559753,1.7862036,Item-Image\1008132_F.jpg
5.843291,6.943285,7.4479313,3.2129574,1.9865485,4.2389827,4.6593595,4.544264,Item-Image\1008133_B.jpg
5.7866073,6.9164243,7.5152907,3.1308477,2.0710735,4.205867,4.6828575,4.5094566,Item-Image\1008133_F.jpg
3.9399767,0.7455584,4.8607817,1.3097267,1.2720019,1.4937458,5.1950493,0.5959771,Item-Image\1008134_B.jpg
3.7891972,0.5602341,4.8092957,1.2731674,1.234422,1.3639498,5.141501,0.56215644,Item-Image\1008134_F.jpg
6.1906257,7.900955,7.376009,3.5907454,1.5256807,4.9155145,4.268788,4.932848,Item-Image\1008135_B.jpg
6.195349,8.041326,7.449548,3.72374,1.411428,4.853341,4.252601,4.8889403,Item-Image\1008135_F.jpg
5.5007973,6.1082478,6.9003572,2.945621,1.251144,3.6575637,4.8283825,2.7425165,Item-Image\1008136_B.jpg
5.3827686,6.0067425,6.902806,2.9028864,1.1837335,3.5365133,4.8562784,2.6753075,Item-Image\1008136_F.jpg
5.569082,6.5588217,6.9406934,2.9354289,1.8221384,4.120514,4.676935,4.0655885,Item-Image\1008137_B.jpg
6.0014944,7.1686325,7.2297916,3.2241962,1.9638822,4.5367746,4.7900105,4.6845098,Item-Image\1008137_F.jpg
5.3300667,5.8942356,6.7339764,2.7763543,1.3533942,3.5634325,4.8258047,3.0266776,Item-Image\1008138_B.jpg
5.4158363,5.967811,7.0092487,2.830172,1.417006,3.6202223,4.890863,3.130476,Item-Image\1008138_F.jpg
5.002292,4.331947,6.2168207,2.4169421,2.0344906,3.0155606,5.1501637,2.655594,Item-Image\1008139_B.jpg
4.993338,4.1079197,6.078205,2.3831398,2.168363,2.9191294,5.156008,2.6275601,Item-Image\1008139_F.jpg
5.44306,6.145336,6.9761286,2.8925948,1.5339311,3.637859,4.764594,3.2383301,Item-Image\1008140_B.jpg
