comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,label
5.3842535,5.9941907,7.1002936,2.8609486,1.5413141,3.4614902,4.701235,3.0079074,Item-Image\1008057_F.jpg
5.743016,7.100818,7.6840854,3.2000086,1.759363,3.9802072,4.9588146,3.753952,Item-Image\1008058_F.jpg
5.7630625,7.1865673,7.4358006,3.3224115,1.7938592,4.089963,4.6390667,4.0216665,Item-Image\1008059_F.jpg
5.9586143,7.228726,7.738925,3.2828462,1.7193675,4.198838,4.9236746,4.1588492,Item-Image\1008060_F.jpg
5.9049053,7.426863,7.908551,3.3652823,1.7883867,4.1744294,4.9256687,4.3018036,Item-Image\1008062_F.jpg
5.572789,7.0380697,7.608286,3.2172706,1.4649601,3.9254405,4.8473597,3.5786245,Item-Image\1008064_F.jpg
5.7106333,6.8800564,7.4307284,3.207973,1.9247313,3.9523478,4.6436944,3.9993029,Item-Image\1008065_F.jpg
5.8653073,7.6590614,7.4312153,3.45057,1.6630089,4.4313326,4.4167805,4.2155943,Item-Image\1008067_F.jpg
4.9329643,5.1341257,6.6823645,2.5697908,1.1090326,2.9314556,4.9251957,1.8764796,Item-Image\1008068_F.jpg
5.5157413,6.6173635,7.0426545,3.1015594,1.4144003,3.8243308,4.5981913,3.1613598,Item-Image\1008069_F.jpg
5.4428368,6.6481595,7.1409926,3.0370922,1.1867152,3.694787,4.7850246,2.6702151,Item-Image\1008070_F.jpg
5.6717443,7.1267138,7.346332,3.2609508,1.9549985,4.2829275,4.6065006,4.152652,Item-Image\1008071_F.jpg
5.7497807,7.7155566,7.6974363,3.5467613,1.3944663,4.206539,4.674164,3.7199497,Item-Image\1008072_F.jpg
5.9196,7.4793997,7.171319,3.4109845,1.6870725,4.4548573,4.481092,4.0090904,Item-Image\1008073_F.jpg
5.804667,7.5911746,7.647194,3.3536074,1.7440617,4.2436724,4.7712255,3.984031,Item-Image\1008074_F.jpg
5.896213,6.9670525,7.674782,3.206712,1.8960649,4.207264,4.6964316,4.4407864,Item-Image\1008076_F.jpg
5.740148,6.849882,7.79239,3.307533,1.7559689,3.974432,4.9840083,4.199362,Item-Image\1008077_F.jpg
5.98929,7.146521,7.770296,3.2784238,1.9938892,4.343732,5.004428,4.817685,Item-Image\1008079_F.jpg
5.6661067,6.5191092,7.2626324,2.9484532,1.746775,3.9423232,4.6903543,3.8235037,Item-Image\1008082_F.jpg
6.1119375,7.405924,7.7991934,3.4193835,2.0202053,4.4979186,4.916848,5.019331,Item-Image\1008085_F.jpg
5.718973,6.8124027,7.4852567,3.1761882,1.7213991,4.0162745,4.639047,3.8881326,Item-Image\1008086_F.jpg
5.511157,6.654416,7.5669956,3.139264,1.6787636,3.7973096,4.9255257,3.7186198,Item-Image\1008087_F.jpg
5.437673,6.3351355,7.179984,2.9400842,1.8364804,3.7959275,4.7715826,3.5939274,Item-Image\1008088_F.jpg
5.726742,7.0737667,7.7550554,3.341197,1.7010958,4.0381823,4.876918,4.121899,Item-Image\1008089_F.jpg
5.517215,6.236902,7.4724784,2.9853969,1.7002102,3.6693459,4.855401,3.4668467,Item-Image\1008090_F.jpg
5.9307556,7.2858977,7.9599285,3.3590593,1.931503,4.4072084,4.85182,4.81891,Item-Image\1008091_F.jpg
5.600936,6.6451063,7.590808,3.0802345,1.4903321,3.9380689,4.8429813,3.6771984,Item-Image\1008092_F.jpg
5.6695976,6.9935884,7.5040655,3.1779342,1.5784324,3.891394,4.8958874,3.4948273,Item-Image\1008093_F.jpg
5.243838,5.803634,7.103693,2.842175,1.1420747,3.3713036,4.8484745,2.613468,Item-Image\1008094_F.jpg
5.139797,5.8082876,6.85808,2.6559658,1.3431563,3.177288,4.9198475,2.5005405,Item-Image\1008096_F.jpg
5.839444,6.8068037,7.5078883,3.2580066,1.7731295,4.1560526,4.9417124,4.321818,Item-Image\1008097_F.jpg
3.8274882,0.76135886,4.829671,1.3077796,1.1768732,1.4141815,5.1492224,0.49968582,Item-Image\1008098_F.jpg
3.888053,0.87654084,4.8829703,1.3301392,1.0745258,1.4459151,5.1636353,0.51357293,Item-Image\1008099_F.jpg
3.88311,1.1977967,5.018552,1.3823687,0.96763587,1.4977276,5.1148043,0.48690274,Item-Image\1008100_F.jpg
5.934514,7.368819,7.683946,3.380728,1.7889079,4.212076,4.7954426,4.116485,Item-Image\1008101_F.jpg
5.0862207,4.9372845,6.700267,2.530703,1.2604455,2.9268131,5.0258846,2.003014,Item-Image\1008103_F.jpg
5.4143624,6.607771,7.216915,3.1084566,1.7268982,3.799539,4.7758436,3.5916507,Item-Image\1008104_F.jpg
4.1574,1.2545483,5.0042486,1.3884796,1.0517416,1.6466646,5.1036124,0.47820318,Item-Image\1008105_F.jpg
5.2723675,4.0456553,6.136407,2.3108447,2.0008564,3.2206955,5.084854,2.8149943,Item-Image\1008106_F.jpg
6.6631536,9.179901,7.018023,3.8572047,2.8799987,5.1374846,3.9142408,5.099888,Item-Image\1008107_F.jpg
5.238556,4.935879,6.26209,2.723517,2.040695,3.2240865,4.9291306,2.9578614,Item-Image\1008109_F.jpg
5.4041467,3.3468385,5.654669,1.9457163,1.5186052,2.9190784,4.8693476,1.6608963,Item-Image\1008110_F.jpg
5.5762196,5.9574356,6.8727694,2.895885,1.4638398,3.631096,4.7384915,3.0076728,Item-Image\1008111_F.jpg
4.943274,2.227849,5.4008355,1.617738,1.5896958,2.4738503,5.158503,1.4901569,Item-Image\1008113_F.jpg
5.547373,6.8219643,7.208853,3.1758811,1.2832637,3.9058871,4.558528,3.6237032,Item-Image\1008114_F.jpg
5.944961,6.3350697,6.6966376,2.8701565,2.6750045,4.267339,4.6809154,3.8989902,Item-Image\1008115_F.jpg
3.7119482,0.5777174,4.746177,1.2857774,1.0506635,1.3011715,5.102287,0.45903182,Item-Image\1008116_F.jpg
6.3240833,8.393411,7.1821365,3.4641812,2.8810124,4.689391,4.3091836,4.225561,Item-Image\1008118_F.jpg
4.2134333,1.3730407,5.052873,1.3899887,1.0943468,1.7416402,5.086444,0.5198872,Item-Image\1008119_F.jpg
5.338255,5.6688075,7.1447773,2.7451017,1.548504,3.410172,4.971428,3.0542018,Item-Image\1008120_F.jpg
4.511181,2.0473332,5.317856,1.5209424,1.195925,2.1468253,5.098216,0.91697675,Item-Image\1008123_F.jpg
6.0686455,8.437035,8.032383,4.206292,1.6692026,4.872633,4.6851153,5.528308,Item-Image\1008124_F.jpg
3.7373357,0.60907245,4.768559,1.2879866,1.04774,1.3198262,5.117065,0.466184,Item-Image\1008125_F.jpg
5.3473487,5.830998,7.154364,2.7816503,1.5050538,3.535869,4.9193916,3.106942,Item-Image\1008126_F.jpg
5.896469,7.1476426,7.570148,3.3235738,1.9057451,4.4097905,4.7959814,4.688373,Item-Image\1008128_F.jpg
5.7595024,6.482848,7.0161076,3.05927,1.172451,3.8825274,4.5842876,3.093083,Item-Image\1008129_F.jpg
5.3757944,5.8871117,7.248432,2.8444602,1.5845572,3.4727929,4.925392,3.1310816,Item-Image\1008130_F.jpg
4.974456,3.948466,6.341337,2.1625683,1.6293457,2.8365312,5.118292,2.2863665,Item-Image\1008131_F.jpg
4.618937,3.4549341,6.036121,2.144617,1.7359197,2.4026408,5.1559753,1.7862036,Item-Image\1008132_F.jpg
5.7866073,6.9164243,7.5152907,3.1308477,2.0710735,4.205867,4.6828575,4.5094566,Item-Image\1008133_F.jpg
3.7891972,0.5602341,4.8092957,1.2731674,1.234422,1.3639498,5.141501,0.56215644,Item-Image\1008134_F.jpg
6.195349,8.041326,7.449548,3.72374,1.411428,4.853341,4.252601,4.8889403,Item-Image\1008135_F.jpg
5.3827686,6.0067425,6.902806,2.9028864,1.1837335,3.5365133,4.8562784,2.6753075,Item-Image\1008136_F.jpg
6.0014944,7.1686325,7.2297916,3.2241962,1.9638822,4.5367746,4.7900105,4.6845098,Item-Image\1008137_F.jpg
5.4158363,5.967811,7.0092487,2.830172,1.417006,3.6202223,4.890863,3.130476,Item-Image\1008138_F.jpg
4.993338,4.1079197,6.078205,2.3831398,2.168363,2.9191294,5.156008,2.6275601,Item-Image\1008139_F.jpg
5.3558064,6.005002,6.8167686,2.8367105,1.5246227,3.579547,4.7911215,3.0566406,Item-Image\1008140_F.jpg
5.7463636,6.649908,7.173992,3.014981,1.8950924,4.220808,4.6772213,4.2356834,Item-Image\1008142_F.jpg
5.4348297,5.6892757,7.0544267,2.7675428,1.4400723,3.4859376,4.881384,3.0057392,Item-Image\1008143_F.jpg
6.1295767,7.7724347,7.211982,3.5859666,1.8312166,4.811017,4.4297876,4.893586,Item-Image\1008144_F.jpg
5.125212,5.6075854,6.745817,2.657603,1.2936089,3.247312,4.8954325,2.3783975,Item-Image\1008145_F.jpg
6.0265994,7.2036448,7.658421,3.3126645,1.8315165,4.3021603,4.6170425,4.4442916,Item-Image\1008146_F.jpg
5.490716,6.490884,6.9458427,3.1247277,1.1159431,3.7738678,4.7419357,2.8444548,Item-Image\1008147_F.jpg
5.7904825,4.9433975,6.373375,2.4816725,1.3577172,3.7244,4.6538677,3.0503495,Item-Image\1008148_F.jpg
5.9764123,6.3160563,7.2727385,3.074429,1.5011195,4.1994033,4.668012,4.0510726,Item-Image\1008149_F.jpg
5.901628,6.0948706,6.9084263,2.9017317,1.5233927,4.0121846,4.603159,3.6066475,Item-Image\1008150_F.jpg
5.6919446,6.607291,6.8946085,3.0839846,1.5197159,4.111434,4.7006316,3.7797952,Item-Image\1008151_F.jpg
5.3800178,5.8486075,6.946556,2.7608871,1.405641,3.3569036,4.7556643,2.8299212,Item-Image\1008152_F.jpg
5.380416,5.652092,6.7402735,2.7389195,1.5130732,3.390973,4.673472,2.7928872,Item-Image\1008153_F.jpg
6.025011,7.839136,7.657034,3.64643,1.8858218,4.7375884,4.4869976,5.181712,Item-Image\1008154_F.jpg
5.041997,3.0558105,5.761001,1.8319125,1.0932176,2.6154048,4.9100885,1.3839724,Item-Image\1008155_F.jpg
3.7717605,0.64050144,4.8230042,1.2778274,1.1045618,1.3412973,5.1301003,0.49119097,Item-Image\1008156_F.jpg
5.500625,6.54343,7.0816965,3.0230958,1.5813227,3.6960316,4.6482162,3.273405,Item-Image\1008157_F.jpg
5.980696,6.637339,6.943153,3.1127772,1.7861754,4.234727,4.581544,4.008541,Item-Image\1008158_F.jpg
5.917832,6.1984377,6.922534,2.9673839,1.7799723,4.0426426,4.599593,3.8390443,Item-Image\1008159_F.jpg
7.5338917,6.991827,6.0809364,3.1069942,1.9420617,5.8706346,4.2296424,5.352,Item-Image\1012002_F.jpg
6.824403,9.453638,7.249563,3.9160523,1.5231317,5.495925,3.8412519,4.7915726,Item-Image\1012003_F.jpg
6.4257336,5.6729803,6.1788573,2.579018,1.1929343,4.3679156,4.5048084,2.964496,Item-Image\1012004_F.jpg
7.148321,11.566978,7.849299,4.9455338,2.4319894,6.665544,3.485135,7.6652555,Item-Image\1012005_F.jpg
6.305774,6.139827,5.840532,2.8282459,2.3503942,4.5891333,4.4843307,4.265506,Item-Image\1012006_F.jpg
5.842229,7.078788,6.9083023,3.041733,2.4061687,4.041481,4.4556303,3.2231019,Item-Image\1012007_F.jpg
5.83728,6.050129,6.316534,2.6745038,2.014426,3.8571236,4.565709,2.6928887,Item-Image\1012008_F.jpg
5.6041102,4.4135056,5.88513,2.1931338,1.5706588,3.358284,4.6763463,2.20054,Item-Image\1012009_F.jpg
6.3129635,8.333138,7.0412436,3.555019,3.1652918,4.7732124,4.2781134,4.661854,Item-Image\1012011_F.jpg
4.1627507,0.9925261,4.910247,1.3165932,1.2101971,1.6481547,5.1373672,0.5815321,Item-Image\1012012_F.jpg
6.5079665,5.3092575,5.564172,2.4215503,2.3526368,4.3928246,4.573162,3.5116086,Item-Image\1012013_F.jpg
5.870636,8.686682,7.6108394,3.5305357,2.6344247,4.4781957,4.4160895,3.9780965,Item-Image\1012015_F.jpg
5.652342,7.428853,6.8866186,3.1845174,2.3633103,4.093414,4.4676666,3.4935274,Item-Image\1012016_F.jpg
6.5181365,6.777032,6.426526,2.7667396,2.5485008,4.9462347,4.5268936,4.5892334,Item-Image\1012017_F.jpg
5.9327364,7.6188498,6.9056616,3.1152735,2.5454745,4.738927,4.5558233,4.428092,Item-Image\1012018_F.jpg
6.3701134,7.3985596,6.7673483,3.0279899,2.6783657,4.8945303,4.4434385,4.608347,Item-Image\1012019_F.jpg
7.008197,5.3103266,5.8302846,2.3297281,1.9482932,5.025574,4.466747,3.9503245,Item-Image\1012021_F.jpg
6.359907,7.2868724,6.6058884,3.1767411,2.3493595,4.5732126,4.2814016,3.7587037,Item-Image\1012022_F.jpg
6.725304,11.008185,7.4350214,4.368229,3.0260344,6.319911,3.7483134,6.888378,Item-Image\1012023_F.jpg
6.1843643,5.750844,6.1428304,2.6279721,1.8800502,4.2131147,4.4379325,3.2246428,Item-Image\1012024_F.jpg
5.54375,4.31017,5.9426045,2.194137,0.8688743,3.3835676,4.8410325,1.8849099,Item-Image\1012027_F.jpg
6.146635,4.164627,5.802946,2.1812263,2.4729404,3.7917871,5.089659,3.3228064,Item-Image\1012028_F.jpg
5.61475,5.7472215,6.6191406,2.6774623,2.2517762,3.5255115,4.9134912,2.8173592,Item-Image\1012029_F.jpg
5.65656,4.78613,6.2038884,2.3414109,2.2319512,3.4247787,4.918503,2.6919222,Item-Image\1012030_F.jpg
5.989297,3.3308187,5.6954184,1.895047,2.1591449,3.441491,5.132392,2.594755,Item-Image\1012031_F.jpg
5.293381,3.4816604,5.7128534,1.8945924,1.4489917,2.8427587,5.0123014,1.5323659,Item-Image\1012032_F.jpg
5.5198736,3.3542814,5.7914095,1.9711711,2.0831394,3.066465,5.085477,2.3844461,Item-Image\1012034_F.jpg
5.393449,3.6518662,6.2535906,2.132528,1.8284872,2.9299095,5.089638,2.071684,Item-Image\1012036_F.jpg
5.463908,5.6849976,6.997163,2.8319936,2.3780375,3.330364,4.9083624,3.2204359,Item-Image\1012039_F.jpg
5.095461,3.9511375,6.3103695,2.1956172,1.7891557,2.7169185,5.0279846,1.9590945,Item-Image\1012040_F.jpg
5.984497,3.447972,5.600645,1.9161589,2.1989846,3.4882793,5.1301117,2.6426115,Item-Image\1012042_F.jpg
5.7130632,4.8695183,6.3193774,2.3913016,2.1167743,3.4435549,5.0028787,2.6905422,Item-Image\1012044_F.jpg
5.7461724,4.796511,6.1154613,2.3782597,2.1413994,3.5399554,4.956883,2.7350814,Item-Image\1012045_F.jpg
5.19673,3.0130894,5.7376065,1.7805759,1.6373351,2.7082963,5.0690985,1.5811772,Item-Image\1012046_F.jpg
5.636772,3.5755754,5.7767525,2.0237465,2.095336,3.1994238,5.0888844,2.4235387,Item-Image\1012047_F.jpg
6.2448115,6.8911514,6.619866,2.9004505,2.1532989,4.4684253,4.466673,3.4861531,Item-Image\1012048_F.jpg
6.4076576,9.500853,7.4304986,4.00328,3.236465,5.294314,4.1940556,5.768975,Item-Image\1012050_F.jpg
5.978046,3.4773626,5.637141,1.9121394,1.8704953,3.3996768,4.8989234,2.0781493,Item-Image\1012052_F.jpg
5.8911443,6.9494,6.792034,2.9841907,2.0116696,4.2130938,4.5170226,3.256208,Item-Image\1012053_F.jpg
6.332484,9.375648,7.1913924,3.806027,3.2686858,5.1635666,3.970273,5.5946474,Item-Image\1012055_F.jpg
5.3118305,3.4209979,5.7411213,1.8702903,1.6062958,2.8566473,4.936453,1.5446337,Item-Image\1012056_F.jpg
6.8528595,5.369318,5.8584914,2.421199,2.2973633,4.8401494,4.5124693,4.04738,Item-Image\1012057_F.jpg
6.7115164,6.277836,5.920537,2.839153,2.9841225,5.0278387,4.2820015,4.690093,Item-Image\1012058_F.jpg
6.185215,9.085056,7.4286947,3.6176722,2.743832,4.9697084,4.1727962,4.578882,Item-Image\1012059_F.jpg
6.1844063,3.9963632,5.7068686,1.9706091,1.7382557,3.7435298,4.7815795,2.3828843,Item-Image\1012060_F.jpg
4.9712505,3.841112,6.1252246,2.137537,1.708365,2.7341335,5.07336,2.1057453,Item-Image\1012061_F.jpg
5.05349,3.8923428,6.154562,2.1100888,1.6107633,2.8409996,5.0560145,2.0669317,Item-Image\1012062_F.jpg
5.0964317,4.3160906,6.314723,2.4510074,2.0314684,3.055659,5.1150503,2.7695417,Item-Image\1012063_F.jpg
5.597251,5.97614,6.556734,2.8622177,2.1717665,3.9544182,4.6389327,3.7714748,Item-Image\1012066_F.jpg
5.644022,6.367052,6.7786365,2.9815137,2.102367,4.050965,4.6475697,3.9025807,Item-Image\1012067_F.jpg
5.9212446,8.162287,7.3019304,3.5993958,2.059359,5.039395,4.437906,5.33411,Item-Image\1012068_F.jpg
5.950159,6.716728,6.7490306,3.0960755,1.7690759,4.714919,4.5465965,4.5123606,Item-Image\1012069_F.jpg
5.520952,4.7571363,6.284108,2.4011655,1.4328858,3.6758108,4.7688622,2.8903103,Item-Image\1012070_F.jpg
6.2359977,7.9221525,6.9252167,3.5174727,2.2428188,5.2049828,4.3281307,4.992986,Item-Image\1012071_F.jpg
6.2518377,8.076997,6.97931,3.553066,2.2362142,5.351616,4.391411,5.390914,Item-Image\1012072_F.jpg
6.0453176,6.735262,6.6920547,3.0662289,1.8343611,4.813907,4.511953,4.2819414,Item-Image\1012073_F.jpg
5.978965,6.57591,6.6950936,3.1786788,2.1006541,4.35298,4.5539117,3.884863,Item-Image\1012074_F.jpg
6.410451,7.3974094,6.629719,3.3950872,2.3726304,5.1034393,4.4148827,4.9134817,Item-Image\1012075_F.jpg
6.017,6.5066385,6.5673714,3.011212,1.8219004,4.4587097,4.4943075,3.833264,Item-Image\1012076_F.jpg
6.481552,9.151451,6.9465895,3.9895022,2.7898588,5.6562634,4.14525,5.859659,Item-Image\1012079_F.jpg
6.1871643,5.670027,6.169209,2.7373686,2.0628629,4.5971313,4.66197,4.117245,Item-Image\1012080_F.jpg
5.175686,4.7624927,6.5178266,2.4280088,1.5941241,3.1250963,4.8357716,2.499773,Item-Image\1012082_F.jpg
5.535954,5.8189564,6.639683,2.7545204,1.6862233,3.808374,4.6553774,3.2616277,Item-Image\1012083_F.jpg
5.6842833,5.064393,6.264246,2.4895778,1.5682925,3.982404,4.75894,3.1194491,Item-Image\1012085_F.jpg
6.2601805,6.1569867,6.2917004,2.941978,2.210589,4.9700913,4.5379806,4.9111805,Item-Image\1012086_F.jpg
5.675109,6.883478,6.9740877,3.0802865,1.7145756,4.3766117,4.64336,3.784733,Item-Image\1012087_F.jpg
5.181909,3.3790324,5.815407,1.9085729,1.1969316,2.9618196,4.9667187,1.7290419,Item-Image\1012088_F.jpg
6.1141024,5.5315742,6.2965274,2.6400785,2.251713,4.0962515,4.7244816,3.3232782,Item-Image\1012092_F.jpg
6.372115,8.519407,6.67774,3.7109652,3.2268267,4.8667307,4.152273,4.894077,Item-Image\1012099_F.jpg
6.0279408,5.3096943,5.9703197,2.5571637,1.8293666,3.8918242,4.576968,2.7399352,Item-Image\1012100_F.jpg
6.4662423,8.188704,7.0760803,3.5085647,2.9712315,4.9163437,4.266701,4.9509654,Item-Image\1012101_F.jpg
4.457947,1.3129866,5.0451465,1.3917339,1.2829409,1.8901653,5.103257,0.7620381,Item-Image\1012103_F.jpg
5.709448,3.5461276,5.7440863,1.9816506,1.7877364,3.1686387,4.9324517,2.0086071,Item-Image\1012105_F.jpg
5.625963,3.6775947,5.7178507,2.0085504,1.7681158,3.1419778,4.904203,1.9221956,Item-Image\1012106_F.jpg
5.969072,7.6973834,7.049511,3.446996,2.5531926,4.86085,4.5678515,5.1024156,Item-Image\1012107_F.jpg
5.6729093,4.6593904,6.0836353,2.4558513,1.8114889,3.6254108,4.7653017,2.8477554,Item-Image\1012108_F.jpg
5.990849,5.478522,6.1003475,2.651411,2.1003478,4.2507033,4.642756,3.7780533,Item-Image\1012109_F.jpg
6.7010484,10.015656,7.477147,4.411936,2.176405,5.9612827,3.9543629,6.0265718,Item-Image\1012110_F.jpg
6.562361,6.4817953,6.443637,2.9933121,1.6559038,4.8405213,4.3973846,3.924229,Item-Image\1012111_F.jpg
5.3513627,5.519104,6.6184993,2.6240492,1.198976,3.4143372,4.8130307,2.1999617,Item-Image\1012112_F.jpg
3.7406473,0.46930054,4.7385387,1.2579637,1.180541,1.3141495,5.1454906,0.5175952,Item-Image\1012113_F.jpg
6.4624414,9.261091,7.433571,3.7773411,3.1011481,5.202613,4.272076,5.3758054,Item-Image\1012114_F.jpg
6.299716,8.775389,7.4956512,3.5590262,2.6777892,4.9908786,4.3610287,4.690649,Item-Image\1012115_F.jpg
5.825027,5.936859,6.579749,2.6490965,1.7842252,3.9463391,4.6763363,2.8503442,Item-Image\1012118_F.jpg
6.0968437,3.9714818,5.745805,2.0341294,1.7717168,3.691337,4.874276,2.3701863,Item-Image\1012119_F.jpg
6.6304626,7.824805,6.955005,3.306116,2.7159677,5.252722,4.3383813,5.046456,Item-Image\1012120_F.jpg
5.7190065,5.2872286,6.3728766,2.4201694,1.5789667,3.6274266,4.7681317,2.3868983,Item-Image\1012122_F.jpg
6.3771625,9.101116,7.49522,3.763129,3.0472295,5.1816106,4.3395295,5.4639435,Item-Image\1012123_F.jpg
6.0078983,3.8891883,5.827234,2.0162892,1.7438433,3.6064339,4.9038105,2.3525624,Item-Image\1012124_F.jpg
6.396103,7.2519417,6.7962766,3.2215695,2.8658655,4.7342978,4.4310746,4.614932,Item-Image\1012125_F.jpg
5.27162,3.7994747,5.8581486,1.9611927,1.2938426,2.9221494,4.9234333,1.5294981,Item-Image\1012126_F.jpg
6.8060646,7.2387934,6.2847023,3.2172651,1.7309171,5.3290815,4.114196,4.4606433,Item-Image\1012128_F.jpg
5.854477,4.082118,5.9915733,2.114121,1.124314,3.5499744,4.8865256,2.1122808,Item-Image\1012129_F.jpg
5.691103,5.4794364,6.4757934,2.6394644,1.8858907,3.9851108,4.691161,3.5535452,Item-Image\1012132_F.jpg
6.0115185,7.6402783,7.7576895,3.4634264,1.9759836,4.6317034,4.6890106,5.084241,Item-Image\1012133_F.jpg
